url,referrer,title
https://en.wikipedia.org/wiki/Greenland,https://en.wikipedia.org/wiki/Earth,Greenland
"https://en.wikipedia.org/wiki/Archipelago_of_San_Andr%C3%A9s,_Providencia_and_Santa_Catalina",https://en.wikipedia.org/wiki/Greenland,"Archipelago of San Andrés, Providencia and Santa Catalina"
https://en.wikipedia.org/wiki/Saint_Vincent_and_the_Grenadines,https://en.wikipedia.org/wiki/Greenland,Saint Vincent and the Grenadines
https://en.wikipedia.org/wiki/Saint_Kitts_and_Nevis,https://en.wikipedia.org/wiki/Greenland,Saint Kitts and Nevis
https://en.wikipedia.org/wiki/Panama,https://en.wikipedia.org/wiki/Greenland,Panama
https://en.wikipedia.org/wiki/Honduras,https://en.wikipedia.org/wiki/Greenland,Honduras
https://en.wikipedia.org/wiki/Trinidad_and_Tobago,https://en.wikipedia.org/wiki/Greenland,Trinidad and Tobago
https://en.wikipedia.org/wiki/Saint_Lucia,https://en.wikipedia.org/wiki/Greenland,Saint Lucia
https://en.wikipedia.org/wiki/Grenada,https://en.wikipedia.org/wiki/Greenland,Grenada
https://en.wikipedia.org/wiki/El_Salvador,https://en.wikipedia.org/wiki/Greenland,El Salvador
https://en.wikipedia.org/wiki/Dominican_Republic,https://en.wikipedia.org/wiki/Greenland,Dominican Republic
https://en.wikipedia.org/wiki/Nicaragua,https://en.wikipedia.org/wiki/Greenland,Nicaragua
https://en.wikipedia.org/wiki/Jamaica,https://en.wikipedia.org/wiki/Greenland,Jamaica
https://en.wikipedia.org/wiki/Venezuela,https://en.wikipedia.org/wiki/Greenland,Venezuela
https://en.wikipedia.org/wiki/Guatemala,https://en.wikipedia.org/wiki/Greenland,Guatemala
https://en.wikipedia.org/wiki/Mexico,https://en.wikipedia.org/wiki/Greenland,Mexico
https://en.wikipedia.org/wiki/Haiti,https://en.wikipedia.org/wiki/Greenland,Haiti
https://en.wikipedia.org/wiki/Avezzano,https://en.wikipedia.org/wiki/Category:Articles_needing_additional_references_from_March_2008,Avezzano
https://en.wikipedia.org/wiki/Maastricht,https://en.wikipedia.org/wiki/Wilhelm-Ferdinand_Galland,Maastricht
https://en.wikipedia.org/wiki/Cancun,https://en.wikipedia.org/wiki/Megan_Rapinoe,Cancún
https://en.wikipedia.org/wiki/Vila_Real_de_Santo_Ant%C3%B3nio_Municipality,https://en.wikipedia.org/wiki/Megan_Rapinoe,Vila Real de Santo António
"https://en.wikipedia.org/wiki/Kennesaw,_Georgia",https://en.wikipedia.org/wiki/Megan_Rapinoe,"Kennesaw, Georgia"
"https://en.wikipedia.org/wiki/Pennypack,_Philadelphia",https://en.wikipedia.org/wiki/Philadelphia_Eagles,"Pennypack, Philadelphia"
"https://en.wikipedia.org/wiki/Bustleton,_Philadelphia",https://en.wikipedia.org/wiki/Philadelphia_Eagles,"Bustleton, Philadelphia"
"https://en.wikipedia.org/wiki/Tacony,_Philadelphia",https://en.wikipedia.org/wiki/Philadelphia_Eagles,"Tacony, Philadelphia"
"https://en.wikipedia.org/wiki/Mayfair,_Philadelphia",https://en.wikipedia.org/wiki/Philadelphia_Eagles,"Mayfair, Philadelphia"
"https://en.wikipedia.org/wiki/Fox_Chase,_Philadelphia",https://en.wikipedia.org/wiki/Philadelphia_Eagles,"Fox Chase, Philadelphia"
"https://en.wikipedia.org/wiki/Coachella,_California",https://en.wikipedia.org/wiki/San_Diego_Chargers,"Coachella, California"
"https://en.wikipedia.org/wiki/Winchester,_California","https://en.wikipedia.org/wiki/Coachella,_California","Winchester, California"
"https://en.wikipedia.org/wiki/Whitewater,_California","https://en.wikipedia.org/wiki/Coachella,_California","Whitewater, California"
"https://en.wikipedia.org/wiki/Woodcrest,_California","https://en.wikipedia.org/wiki/Coachella,_California","Woodcrest, California"
"https://en.wikipedia.org/wiki/Chinatown,_Houston",https://en.wikipedia.org/wiki/San_Diego_Rockets,"Chinatown, Houston"
https://en.wikipedia.org/wiki/Whiteley,https://en.wikipedia.org/wiki/Office_park,Whiteley
https://en.wikipedia.org/wiki/Solent_Business_Park,https://en.wikipedia.org/wiki/Office_park,Whiteley
https://en.wikipedia.org/wiki/Khimki,https://en.wikipedia.org/wiki/Office_park,Khimki
https://en.wikipedia.org/wiki/Kahale,https://en.wikipedia.org/wiki/List_of_traffic_collisions_(2010%E2%80%93present),Kahale
"https://en.wikipedia.org/wiki/Kohistan_District,_Pakistan",https://en.wikipedia.org/wiki/List_of_traffic_collisions_(2010%E2%80%93present),"Kohistan District, Pakistan"
"https://en.wikipedia.org/wiki/Jefferson_County,_Tennessee",https://en.wikipedia.org/wiki/List_of_traffic_collisions_(2010%E2%80%93present),"Jefferson County, Tennessee"
https://en.wikipedia.org/wiki/Wagoner_County,https://en.wikipedia.org/wiki/List_of_traffic_collisions_(2010%E2%80%93present),"Wagoner County, Oklahoma"
https://en.wikipedia.org/wiki/Gy%C5%91rtelek,https://en.wikipedia.org/wiki/List_of_traffic_collisions_(2010%E2%80%93present),Győrtelek
"https://en.wikipedia.org/wiki/Punjab,_India",https://en.wikipedia.org/wiki/List_of_traffic_collisions_(2010%E2%80%93present),"Punjab, India"
https://en.wikipedia.org/wiki/Yugozapaden,"https://en.wikipedia.org/wiki/Sofia,_Bulgaria",Yugozapaden Planning Region
"https://en.wikipedia.org/wiki/Sofia,_Bulgaria",https://en.wikipedia.org/wiki/List_of_traffic_collisions_(2010%E2%80%93present),Sofia
"https://en.wikipedia.org/wiki/Elena,_Bulgaria","https://en.wikipedia.org/wiki/Sofia,_Bulgaria","Elena, Bulgaria"
"https://en.wikipedia.org/wiki/Dulovo,_Bulgaria","https://en.wikipedia.org/wiki/Sofia,_Bulgaria","Dulovo, Bulgaria"
https://en.wikipedia.org/wiki/Dolni_Chiflik,"https://en.wikipedia.org/wiki/Sofia,_Bulgaria",Dolni Chiflik
